"TaxID"	"ID"	"StudyAcc"	"SubmitterAcc"	"Organism"	"Date"	"UpdateDate"	"Company"	"Model"	"Bases"	"Description"	"Design"	"Center"	"ContactName"	"Laboratory"	"LibraryName"	"LibraryStrategy"	"LibrarySource"	"LibrarySelection"	"bioProj"	"bioSample"	"NCBI.Scientific.Name.x"	"Common.Name.x"	"Division.x"	"Genus.x"	"Species.x"	"Subspecies.x"	"NCBI.Scientific.Name.y"	"Common.Name.y"	"Division.y"	"Genus.y"	"Species.y"	"Subspecies.y"
562	4216187	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	226554387	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-46"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136604"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216199	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	391921404	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-60"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136616"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216192	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	154951851	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-50"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136609"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4202091	"ERP023526"	"ERA959101"	"Escherichia coli"	2017	"2017/06/21"	"ILLUMINA"	"Illumina MiSeq"	739299791	"An outbreak of NDM-1 producing Klebsiella pneumoniae in a Dutch hospital with interspecies transfer of the resistance plasmid and unexpected occurrence in unrelated healthcare centers."	"Illumina MiSeq paired end sequencing"	"RIVM"	"European Nucleotide Archive"	"European Nucleotide Archive"	"unspecified"	"WGS"	"GENOMIC"	"unspecified"	"PRJEB21292"	"SAMEA104124564"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216172	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	256708657	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-25"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136589"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4202086	"ERP023526"	"ERA959101"	"Escherichia coli"	2017	"2017/06/21"	"ILLUMINA"	"Illumina MiSeq"	718760853	"An outbreak of NDM-1 producing Klebsiella pneumoniae in a Dutch hospital with interspecies transfer of the resistance plasmid and unexpected occurrence in unrelated healthcare centers."	"Illumina MiSeq paired end sequencing"	"RIVM"	"European Nucleotide Archive"	"European Nucleotide Archive"	"unspecified"	"WGS"	"GENOMIC"	"unspecified"	"PRJEB21292"	"SAMEA104124559"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216198	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	206723024	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-5"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136615"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216173	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	90572555	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-27"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136590"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216202	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	137695081	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-8"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136619"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216168	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	100062350	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-20"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136585"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216170	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	197698097	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-22"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136587"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216188	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	176420960	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-47"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136605"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4202077	"ERP023526"	"ERA959101"	"Escherichia coli"	2017	"2017/06/21"	"ILLUMINA"	"Illumina MiSeq"	669270595	"An outbreak of NDM-1 producing Klebsiella pneumoniae in a Dutch hospital with interspecies transfer of the resistance plasmid and unexpected occurrence in unrelated healthcare centers."	"Illumina MiSeq paired end sequencing"	"RIVM"	"European Nucleotide Archive"	"European Nucleotide Archive"	"unspecified"	"WGS"	"GENOMIC"	"unspecified"	"PRJEB21292"	"SAMEA104124550"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216197	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	262707229	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-58"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136614"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4202080	"ERP023526"	"ERA959101"	"Escherichia coli"	2017	"2017/06/21"	"ILLUMINA"	"Illumina MiSeq"	744674541	"An outbreak of NDM-1 producing Klebsiella pneumoniae in a Dutch hospital with interspecies transfer of the resistance plasmid and unexpected occurrence in unrelated healthcare centers."	"Illumina MiSeq paired end sequencing"	"RIVM"	"European Nucleotide Archive"	"European Nucleotide Archive"	"unspecified"	"WGS"	"GENOMIC"	"unspecified"	"PRJEB21292"	"SAMEA104124553"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216200	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	84118180	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-6"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136617"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216195	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	344771594	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-55"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136612"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216194	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	107883304	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-54"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136611"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216183	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	203740931	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-38"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136600"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4202075	"ERP023526"	"ERA959101"	"Escherichia coli"	2017	"2017/06/21"	"ILLUMINA"	"Illumina MiSeq"	2603925312	"An outbreak of NDM-1 producing Klebsiella pneumoniae in a Dutch hospital with interspecies transfer of the resistance plasmid and unexpected occurrence in unrelated healthcare centers."	"Illumina MiSeq paired end sequencing"	"RIVM"	"European Nucleotide Archive"	"European Nucleotide Archive"	"unspecified"	"WGS"	"GENOMIC"	"unspecified"	"PRJEB21292"	"SAMEA104124548"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216182	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	188151307	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-37"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136599"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216181	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	160699832	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-36"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136598"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216179	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	227635493	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-33"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136596"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216169	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	224671382	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-21"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136586"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216196	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	349598822	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-57"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136613"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216165	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	280269841	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-12"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136582"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216164	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	119272837	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-10"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136581"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216177	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	101465170	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-31"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136594"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216178	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	139431453	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-32"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136595"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
562	4216185	"ERP020599"	"ERA963317"	"E. Coli"	2017	"2017/06/24"	"ILLUMINA"	"Illumina MiSeq"	1175676833	"An in vitro Chicken Gut Model Demonstrates Transfer of a Multidrug Resistance Plasmid from Salmonella to commensal Escherichia coli"	"Illumina MiSeq paired end sequencing"	"STATENS SERUM INSTITUT"	"European Nucleotide Archive"	"European Nucleotide Archive"	"EC-3"	"WGS"	"GENOMIC"	"RANDOM RT-PCR PCR"	"PRJEB18652"	"SAMEA104136602"	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA	"Escherichia coli"	"E. coli"	"enterobacteria"	"Escherichia"	"coli"	NA
